GEM Mine ID,MSHA ID,Country / Area,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),Owners,Owners (Non-ENG),Parent Company,Company HQs,Capacity (Mtpa),Production (Mtpa),Year of Production,Mine Type,Mining Method,"Mine Size
(Km2)","Mine Depth
(m)",Depth Accuracy,Workforce Size,Workforce Accuracy,Coal Type,Coal Grade,Opening Year,Closing Year,Reason for Closure,Mine Site Status,Coalfield,Location,"Prefecture, District","State, Province",Subregion,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Primary Consumer, Destination Name","Primary Consumer, Destination GEM Wiki",Reported Coal Mine Methane Emissions (thousand tonnes CH4),Reported Coal Mine Methane Emissions (thousand tonnes CO2 equivalent),Year of Reported Coal Mine Methane Emissions,Reference Type,Source ID,Has mine boundary and methane emissions sources data,Has associated plume data,Has associated CMM mitigation data
M6282,1202456,United States,Mustang Mine,,,"White Stallion Coal, LLC",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2021,,Abandoned,,Cory,,Indiana,Northern America,Americas,"39,737222","-87,306389",Approximate,,,,,,,,,N,N,N
M6283,1519746,United States,MXP #1,,,MXP Services LLC,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2015,,Abandoned,,West Liberty,,Kentucky,Northern America,Americas,"37,856111","-83,22",Approximate,,,,,,,,,N,N,N
M6284,3609124,United States,Myers and Supko,,,Myers & Supko,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2017,,Abandoned,,Osceola Mills,,Pennsylvania,Northern America,Americas,"40,856944","-78,296111",Approximate,,,,,,,,,N,N,N
M6285,4602737,United States,Nancy,,,Ten-A-Coal Company,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Clarksburg,,West Virginia,Northern America,Americas,"39,350556","-80,424444",Approximate,,,,,,,,,N,N,N
M6286,3608032,United States,Nanty Glo East,,,Ebensburg Power Company,,,,,,,Surface,,"0,19",75,Estimate,,,Bituminous,,,2021,,Abandoned,,Ebensburg,,Pennsylvania,Northern America,Americas,"40,459444","-78,841111",Approximate,,,,,,,,,N,N,N
M2607,103285,United States,Narley Coal Mine,,,Iron Eagle Land Rehabilitation LLC,,natural persons [100%],USA,15,"0,05",2023,Surface,Open Pit,,75,Estimate,53,Exact,Bituminous,,2004,2025,,Unknown,Appalachia,Dora,Walker County,Alabama,North America,Americas,"33,724167","-86,910833",Exact,,,,,,,,,N,N,N
M6287,103285,United States,Narley Mine,,,Best Coal Inc,,,,,,,Surface,,"0,65",75,Estimate,,,Bituminous,,,2023,,,,Dora,,Alabama,Northern America,Americas,"33,724167","-86,910833",Approximate,,,,,,,,,N,N,N
M6288,3609226,United States,Neiswonger Mines,,,Neiswonger Construction Inc.,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2019,,Abandoned,,Dunningsville,,Pennsylvania,Northern America,Americas,"40,173611","-80,091667",Approximate,,,,,,,,,N,N,N
M6289,3609163,United States,Neiswonger Strips,,,"Neiswonger Construction, Inc.",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Toby Township,,Pennsylvania,Northern America,Americas,"41,095278","-79,553333",Approximate,,,,,,,,,N,N,N
M6290,3610126,United States,NEPCO,,,GDF Suez NA,,,,,,,Surface,,,75,Estimate,,,Anthracite,,,2018,,Abandoned,,McAdoo,,Pennsylvania,Northern America,Americas,"40,841667","-75,941667",Approximate,,,,,,,,,N,N,N
M6291,500296,United States,New Elk Mine,,,New Elk Coal Company LLC,,,,,,,Underground,,,60,Exact,,,Bituminous,,,2017,,,,Weston,,Colorado,Northern America,Americas,"37,156667","-104,961944",Approximate,,,,0,0,2022,national government data,,N,N,N
M6292,500299,United States,New Horizon Mine,,,Elk Ridge Mining and Reclamation LLC,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2019,,Abandoned,,Nucla,,Colorado,Northern America,Americas,"38,269167","-108,571944",Approximate,,,,,,,,,N,N,N
M7132,103531,United States,New Jagger Coal Fines Recovery,,,Signal Power and Light Inc,,"Signal Resources, LLC",,,,,Surface,,,75,Estimate,,,Bituminous,,,2024,,Abandoned,,,,Alabama,Northern America,Americas,"33,709444","-87,239167",Approximate,,,,,,,,,N,N,N
M6293,103414,United States,New Yellow Creek Mine,,,New Yellow Creek Coal LLC,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2018,,Abandoned,,Brilliant,,Alabama,Northern America,Americas,"33,992222","-87,795",Approximate,,,,,,,,,N,N,N
M6294,1519504,United States,Newberry #15,,,B&W Resources Inc.,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2015,,Abandoned,,SAUL,,Kentucky,Northern America,Americas,"37,2175","-83,714722",Approximate,,,,,,,,,N,N,N
M4626,1519154,United States,Newcombe Creek Coal Mine,,,Foothills Mining LLC,,natural persons [100%],USA,,,,Surface,,,75,Estimate,13,Exact,Bituminous,,2007,2024,,,Appalachia Central,,Elliott County,Kentucky,Northern America,Americas,"38,117778","-83,064444",Approximate,,,,,,,,,N,N,N
M6295,3609307,United States,Newgate,,,Newgate Development Corp.,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,McDonald,,Pennsylvania,Northern America,Americas,"40,383056","-80,299722",Approximate,,,,,,,,,N,N,N
M7133,505146,United States,Newmont,,,,,JHL Constructors,,,,,Surface,,,75,Estimate,,,Anthracite,,,2024,,Abandoned,,,,Colorado,Northern America,Americas,"38,749722","-108,077222",Approximate,,,,,,,,,N,N,N
M6296,4407252,United States,Nine Mile #1,,,"Nine Mile Mining, Inc.",,,,,,,Surface,,"0,28",75,Estimate,,,Bituminous,,,2023,,,,Appalachia,,Virginia,Northern America,Americas,"36,946111","-82,766389",Approximate,,,,,,,,,N,N,N
M7384,4407240,United States,Nine Mine Spur No 7 Strip Mine,,,Nine Mile Spur LLC,,Alpha Natural Resources Holdings Inc,USA,,,2009,Surface,Open Pit,,75,Estimate,7,Exact,Bituminous,,2008,2009,,Unknown,,Appalachia,Wise County,Virginia,North America,Americas,"36,97006","-82,604387",Approximate,,,,,,,,,N,N,N
M7134,4608903,United States,No 1,,,Shaun Allen,,Appalachian Highwall Mining Llc,,,,,Surface,,,75,Estimate,,,Bituminous,,,2024,,Abandoned,,,,West Virginia,Northern America,Americas,"37,8125","-81,829167",Approximate,,,,,,,,,N,N,N
M6298,1519493,United States,No 1 (KY AMR),,,Appalachian Mining & Reclamation LLC,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2016,,,,Banner,,Kentucky,Northern America,Americas,"37,609444","-82,696944",Approximate,,,,,,,,,N,N,N
M6299,1519554,United States,No 1 (KY BBCC),,,B & B Coal Company Inc,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Cawood,,Kentucky,Northern America,Americas,"36,783056","-83,2175",Approximate,,,,,,,,,N,N,N
M6300,1518516,United States,No 1 (KY LE),,,Linsco Energy LLC,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2015,,,,Pineville,,Kentucky,Northern America,Americas,"36,884444","-83,439444",Approximate,,,,,,,,,N,N,N
M6301,1519017,United States,No 1 (KY TJCB),,,T & J Coal Brokers Inc,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2016,,Abandoned,,Colson,,Kentucky,Northern America,Americas,"37,231111","-82,881111",Approximate,,,,,,,,,N,N,N
M6302,4608019,United States,No 1 (WV),,,"Aracoma Coal Company, LLC",,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2017,,Abandoned,,Dingess,,West Virginia,Northern America,Americas,"37,851944","-82,1425",Approximate,,,,,,,,,N,N,N
M7135,3609710,United States,No 1 Strip,,,Christian K Kauffman,,C & M Coal Company LLC,,,,,Surface,,,75,Estimate,,,Anthracite,,,2024,,Abandoned,,,,Pennsylvania,Northern America,Americas,"40,594444","-76,701111",Approximate,,,,,,,,,N,N,N
M6303,1800744,United States,No 1 Strip (MD),,,G & S Coal Company Inc,,,,,,,Surface,,"2,47",75,Estimate,,,Bituminous,,,2020,,Abandoned,,Westernport,,Maryland,Northern America,Americas,"39,508333","-79,008333",Approximate,,,,,,,,,N,N,N
M6304,3609500,United States,No 1 Strip (PA),,,Matt Shingara Jr Coal Company,,,,,,,Surface,,,75,Estimate,,,Anthracite,,,2019,,Abandoned,,Burnside,,Pennsylvania,Northern America,Americas,"40,768333","-76,5675",Approximate,,,,,,,,,N,N,N
M6305,4405217,United States,No 1 Strip (VA),,,Humphreys Enterprises Inc,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2015,,Abandoned,,Norton,,Virginia,Northern America,Americas,"37,061944","-82,707222",Approximate,,,,,,,,,N,N,N
M7386,4606870,United States,No 1 Surface (WV),,,"Lexington Coal Holdings, Inc",,"Lexington Coal Company, LLC",,,,,Surface,,,75,Estimate,,,Bituminous,,,2024,,Abandoned,,,,West Virginia,Northern America,Americas,"38,326667","-81,002778",Approximate,,,,,,,,,N,N,N
M7136,4609479,United States,No 1 Surface,,,"ARJ Construction Company, Inc.",,,,,,,Surface,,"0,44",75,Estimate,,,Bituminous,,,2021,,Abandoned,,Rupert,,West Virginia,Northern America,Americas,"37,997194","-80,682723",Approximate,,,,,,,,,N,N,N
M6308,3609475,United States,No 13 Slope,,,Robert Shingara Coal,,,,,,,Underground,,,373,Estimate,,,Anthracite,,,2022,,Abandoned,,Treverton,,Pennsylvania,Northern America,Americas,"40,778333","-76,647222",Approximate,,,,,,,,,N,N,N
M6309,1519753,United States,No 2 (KY JCC),,,Jean Coal Company LLC,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2016,,Abandoned,,Williamsburg,,Kentucky,Northern America,Americas,"36,720392","-84,158328",Approximate,,,,,,,,,N,N,N
M6311,4403658,United States,No 2 Surface,,,"CM Mining, LLC",,,,,,,Surface,,"0,78",75,Estimate,,,Bituminous,,,2023,,,,Hurley,,Virginia,Northern America,Americas,"37,495833","-82,020833",Approximate,,,,,,,,,N,N,N
M6312,4406084,United States,No 27 Strip,,,"Humphreys Enterprises, Inc.",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Norton,,Virginia,Northern America,Americas,"37,027222","-82,699167",Approximate,,,,,,,,,N,N,N
M6313,1519789,United States,No 3 (KY JCC),,,Jean Coal Company LLC,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Woodbine,,Kentucky,Northern America,Americas,"36,881944","-83,987778",Approximate,,,,,,,,,N,N,N
M6314,1517610,United States,No 3 (KY),,,MRM Mining Inc,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2018,,,,Pippa Passes,,Kentucky,Northern America,Americas,"37,336944","-82,841111",Approximate,,,,,,,,,N,N,N
M6315,4608778,United States,No 3 (WV),,,Rockhouse Creek Development LLC,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2020,,Abandoned,,Gilbert,,West Virginia,Northern America,Americas,"37,638056","-81,953611",Approximate,,,,,,,,,N,N,N
M6316,1518517,United States,No 4 (KY AE),,,Apex Energy Inc,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2015,,Abandoned,,Phelps,,Kentucky,Northern America,Americas,"37,441111","-82,164722",Approximate,,,,,,,,,N,N,N
M6317,1519803,United States,No 4 (KY JCC),,,Jean Coal Company LLC,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2017,,Abandoned,,Artemus,,Kentucky,Northern America,Americas,"36,794722","-83,844167",Approximate,,,,,,,,,N,N,N
M6319,1519677,United States,No 8 (KY),,,Mayo Resources Inc,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2017,,Abandoned,,Tutor Key,,Kentucky,Northern America,Americas,"37,845833","-82,782778",Approximate,,,,,,,,,N,N,N
M6320,4407214,United States,No 8 (VA),,,Capital Coal Corporation,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2016,,,,McClure,,Virginia,Northern America,Americas,"37,096111","-82,398333",Approximate,,,,,,,,,N,N,N
M6321,1519625,United States,No 9 (KY),,,Coalburg Enterprises Inc.,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2018,,,,Debord,,Kentucky,Northern America,Americas,"37,745","-82,61",Approximate,,,,,,,,,N,N,N
M6322,4407159,United States,No 9 (VA),,,Bristol Coal Corp,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2016,,,,Bee,,Virginia,Northern America,Americas,"37,085278","-82,221944",Approximate,,,,,,,,,N,N,N
M7137,4609534,United States,No. 1,,,Terry Moore,,"Cedar Branch Mining, LLC",,,,,Surface,,,75,Estimate,,,Bituminous,,,2024,,Abandoned,,,,West Virginia,Northern America,Americas,"37,51","-81,81",Approximate,,,,,,,,,N,N,N
M6323,1518809,United States,No. 1 (KY BFE),,,Black Fire Energy Inc,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2016,,Abandoned,,Dorton,,Kentucky,Northern America,Americas,"37,270833","-82,521667",Approximate,,,,,,,,,N,N,N
M6324,1519742,United States,No. 1 (KY BRE),,,"Blue Ridge Excavating, LLC",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2016,,Abandoned,,"Keaton, Ky",,Kentucky,Northern America,Americas,"37,553611","-82,751389",Approximate,,,,,,,,,N,N,N
M6325,1519726,United States,No. 1 (KY CM),,,COALTON MINING INC.,,,,,,,Surface,,"0,58",75,Estimate,,,Bituminous,,,2023,,Abandoned,,Grethel,,Kentucky,Northern America,Americas,"37,448611","-82,651944",Approximate,,,,,,,,,N,N,N
M6326,1518487,United States,No. 1 (KY CSSAG),,,CSS Alliance Group LLC,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2016,,Abandoned,,Riceville,,Kentucky,Northern America,Americas,"37,737222","-82,878056",Approximate,,,,,,,,,N,N,N
M6327,1519705,United States,No. 1 (KY HCC),,,"Honaker Coal Company, LTD",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2016,,Abandoned,,Martin,,Kentucky,Northern America,Americas,"37,570833","-82,658056",Approximate,,,,,,,,,N,N,N
M6328,1518559,United States,No. 1 (KY IR),,,"Interstate Recovery, Inc.",,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2018,,,,Mayking,,Kentucky,Northern America,Americas,"37,185556","-82,804444",Approximate,,,,,,,,,N,N,N
M6329,1519498,United States,No. 1 (KY JCC),,,Jean Coal Co. LLC,,,,,,,Surface,,,75,Estimate,,,Bituminous,,2010,2017,,Abandoned,,Putney,Harlan County,Kentucky,Northern America,Americas,"36,903889","-83,225",Approximate,,,,,,,,,N,N,N
M6330,1518575,United States,No. 1 (KY ME),,,Matrix Energy LLC,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2023,,Abandoned,,Debord,,Kentucky,Northern America,Americas,"37,735833","-82,651944",Approximate,,,,"0,4","35,2",2020,national government data,,N,N,N
M6331,1519200,United States,No. 1 (KY MFDS),,,"Middle Fork Development Services No. 2, LLC",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2016,,Abandoned,,Salyersville,,Kentucky,Northern America,Americas,"37,711111","-83,150556",Approximate,,,,,,,,,N,N,N
M6332,1518936,United States,No. 1 (KY MRM),,,MRM Mining Inc,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2018,,,,Endicott,,Kentucky,Northern America,Americas,"37,634167","-82,6575",Approximate,,,,,,,,,N,N,N
M6333,1516404,United States,No. 1 (KY RMC),,,"Rebel Mining Company, LLC",,natural persons [100%],,,,,Underground,,,373,Estimate,,,Bituminous,,1991,2015,,Abandoned,,Cornettsville,Perry County,Kentucky,Northern America,Americas,"37,080556","-83,045",Approximate,,,,,,,,,N,N,N
M6334,1519379,United States,No. 1 (KY TAF),,,TORCHLIGHT ADVANCED FUELS INC.,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2021,,,,Louisa,,Kentucky,Northern America,Americas,"38,054444","-82,620278",Approximate,,,,,,,,,N,N,N
M6335,1519910,United States,No. 1 (KY TE),,,"Tackett Energies, LLC",,,,,,,Surface,,"0,07",75,Estimate,,,,,,2023,,Abandoned,,Martin,,Kentucky,Northern America,Americas,"37,5722698","-82,7516264",Approximate,,,,,,,,,N,N,N
M3563,1519835,United States,No. 1 Coal Mine (Coalton),,,J & S Coal LLC,,J & S Coal LLC,USA,,"0,01",2024,Underground,,,373,Estimate,13,Exact,Bituminous,,2018,2024,,Unknown,,Printer,Floyd County,Kentucky,North America,Americas,"37,448766","-82,669012",Exact,,,,,,,,,N,N,N
M5715,1519057,United States,No. 1 Coal Mine (PLATINUM ENERGY）,,,PLATINUM ENERGY LLC,,,,,,,Underground,,,373,Estimate,,,Bituminous,Thermal,,2023,,,,Ransom,,Kentucky,Northern America,Americas,"37,529444","-82,190278",Approximate,,,,,,,,,N,N,N
M6336,1519733,United States,No. 1 Face Up,,,"Samuel Coal Co., Inc",,,,,,,Surface,,"0,08",75,Estimate,,,Bituminous,,,2023,,Abandoned,,Kite,,Kentucky,Northern America,Americas,"37,301944","-82,7675",Approximate,,,,,,,,,N,N,N
M7138,4609056,United States,No. 1 Refuse,,,William F Adams,,"Caretta Mining, Inc.",,,,,Surface,,,75,Estimate,,,Bituminous,,,2024,,Abandoned,,,,West Virginia,Northern America,Americas,"37,330556","-81,666111",Approximate,,,,,,,,,N,N,N
M5717,1519713,United States,No. 1 Refuse (KY),,,King Brothers Coal Inc.,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2016,,Abandoned,,Isom,,Kentucky,Northern America,Americas,"37,155833","-82,951111",Approximate,,,,,,,,,N,N,N
M6337,3610010,United States,No. 1 Strip,,,"Canmore Coal Co, LLC",,,,,,,Surface,,,75,Estimate,,,Anthracite,,,2019,,Abandoned,,Lewellyn,,Pennsylvania,Northern America,Americas,"40,671667","-76,266389",Approximate,,,,,,,,,N,N,N
M3687,4602489,United States,No. 1 Strip Mine (D&L),,,D&L Coal Company Inc,,natural persons [100%],USA,,0,,Surface,Open Pit,,75,Estimate,26,Estimate,Bituminous,,,2021,,Abandoned,,,,West Virginia,Northern America,Americas,"39,358333","-79,125",Exact,,,,,,,,,N,N,N
M3553,1800372,United States,No. 1 Strip Mine (G&S),,,G&S Coal Company Inc,,natural persons [100%],USA,15,,2022,Surface,Open Pit,,75,Estimate,0,Exact,Bituminous,,1972,2026,,Unknown,,Swanton,Garrett County,Maryland,North America,Americas,"39,584722","-78,969722",Exact,,,,,,,,,N,N,N
M3556,3609632,United States,No. 1 Stripping Mine,,,Clinton M Wynn Mining,,Clinton M Wynn Mining,USA,,0,,Surface,Open Pit,"0,76",75,Estimate,18,Estimate,Anthracite,,,2020,,Abandoned,,,,Pennsylvania,Northern America,Americas,"40,758333","-76,632778",Exact,,,,,,,,,N,N,N
M6338,1519743,United States,No. 1 Surface,,,"Samuel Coal Co., Inc.",,,,,,,Surface,,"0,36",75,Estimate,,,Bituminous,,,2023,,Abandoned,,Kite,,Kentucky,Northern America,Americas,"37,301944","-82,7675",Approximate,,,,,,,,,N,N,N
M6339,1518687,United States,No. 1 Surface Mine,,,"Double Branch Energy, LLC",,,,,,,Surface,,"0,08",75,Estimate,,,Bituminous,,,2020,,Abandoned,,Harlan,,Kentucky,Northern America,Americas,"36,750556","-83,331944",Approximate,,,,,,,,,N,N,N
M6340,4609428,United States,No. 10,,,Argus Energy WV LLC,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2018,,Abandoned,,Dunlow,,West Virginia,Northern America,Americas,"38,018056","-82,251389",Approximate,,,,,,,,,N,N,N
M6341,1519781,United States,No. 11,,,Coalburg Enterprises Inc,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2016,,Abandoned,,Ulysses,,Kentucky,Northern America,Americas,"37,553611","-82,751389",Approximate,,,,,,,,,N,N,N
M3557,3609475,United States,No. 13 Slope Mine,,,Robert Shingara Coal,,natural persons [100%],USA,15,,2021,Underground,,,373,Estimate,2,Exact,Anthracite,,2006,2022,,Unknown,,Sunbury,Northumberland County,Pennsylvania,North America,Americas,"40,778333","-76,647222",Exact,,,,,,,,,N,N,N
M6342,1519591,United States,No. 2 (KY MFDS),,,"Middle Fork Development Services, LLC",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2016,,Abandoned,,Seitz,,Kentucky,Northern America,Americas,"37,553611","-82,751389",Approximate,,,,,,,,,N,N,N
M6343,1519811,United States,No. 2 (KY),,,"Big Sandy Land Company, LLC",,,,,,,Surface,,"0,29",75,Estimate,,,Bituminous,,,2020,,Abandoned,,Louisa,,Kentucky,Northern America,Americas,"37,973333","-82,714444",Approximate,,,,,,,,,N,N,N
M6344,4407081,United States,No. 2 (VA),,,"Regent Allied Carbon Energy, Inc.",,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2016,,,,Norton,,Virginia,Northern America,Americas,"37,009167","-82,731111",Approximate,,,,,,,,,N,N,N
M6345,4608636,United States,No. 2 (WV),,,Hampden Coal LLC,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2018,,Abandoned,,Man,,West Virginia,Northern America,Americas,"37,731944","-81,899722",Approximate,,,,,,,,,N,N,N
M7139,1519641,United States,No. 2 Auger,,,Gloria Johns,,"Black Pearl Resources, LLC",,,,,Surface,,,75,Estimate,,,Bituminous,,,2024,,Abandoned,,,,Kentucky,Northern America,Americas,"37,301944","-82,7675",Approximate,,,,,,,,,N,N,N
M2537,4407418,United States,No. 2 Coal Mine,,,Stiltner Mining Inc,,natural persons [100%],USA,,"0,02",2025,Underground,,,373,Estimate,14,Exact,Bituminous,,2022,2025,,Unknown,Appalachia,Norton,Norton,Virginia,North America,Americas,"37,349167","-82,002222",Exact,,,,,,,,,N,N,N
M3558,1518574,United States,No. 2 Coal Mine (Metelectric),,,Metelectric,,Metelectric,USA,,0,,Surface,Open Pit,"0,94",75,Estimate,,Estimate,Bituminous,,2002,2022,,Abandoned,,,Floyd County,Kentucky,Northern America,Americas,"37,498338","-82,637962",Exact,,,,,,,,,N,N,N
M6346,1519488,United States,No. 25,,,Eagle Coal Company Inc,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2021,,,,Debord,,Kentucky,Northern America,Americas,"37,711944","-82,641111",Approximate,,,,,,,,,N,N,N
M2769,4407133,United States,No. 26 Strip Coal Mine,,,Humphreys Enterprises Inc,,natural persons [100%],USA,,,,Surface,Open Pit,,75,Estimate,21,Exact,Bituminous,,2005,2024,,,Appalachia,,Wise County,Virginia,Northern America,Americas,"36,971021","-82,658175",Exact,,,,,,,,,N,N,N
M6347,4406545,United States,No. 28 Strip,,,"Humphreys Enterprises, Inc.",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2017,,Abandoned,,Norton,,Virginia,Northern America,Americas,"37,056389","-82,710278",Approximate,,,,,,,,,N,N,N
M6348,4407370,United States,No. 29 Strip,,,"Humphreys Enterprises, Inc,",,,,,,,Surface,,"0,37",75,Estimate,,,Bituminous,,,2020,,Abandoned,,Norton,,Virginia,Northern America,Americas,"37,026944","-82,651111",Approximate,,,,,,,,,N,N,N
M6349,4609213,United States,No. 3,,,"Chief Mining, Inc.",,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2015,,,,New Richmond,,West Virginia,Northern America,Americas,"37,581389","-81,48",Approximate,,,,,,,,,N,N,N
M6350,4609279,United States,No. 3-A Mine,,,"Active Resources, Inc.",,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2020,,Abandoned,,Gilbert,,West Virginia,Northern America,Americas,"37,646667","-81,953056",Approximate,,,,,,,,,N,N,N
M7140,4608990,United States,No. 39 Mine,,,James C Justice II,,Bluestone Coal Corporation,,,,,Surface,,,75,Estimate,,,Bituminous,,,2024,,Abandoned,,,,West Virginia,Northern America,Americas,"37,456389","-81,373056",Approximate,,,,,,,,,N,N,N
M6351,4609468,United States,No. 3B Mine,,,"Active Resources, Inc.",,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2018,,Abandoned,,Gilbert,,West Virginia,Northern America,Americas,"37,6575","-81,934167",Approximate,,,,,,,,,N,N,N
M2675,1503168,United States,No. 4 Coal Mine,,,Branch Coal & Land Corp,,Branch Coal & Land Corporation,USA,,,,Underground,,,373,Estimate,15,Exact,Bituminous,,,,,,Appalachia,,Letcher County,Kentucky,Northern America,Americas,"37,306645","-82,316705",Exact,,,,,,,,,N,N,N
M5718,1519208,United States,No. 4 Coal Mine (Inspiration Resources),# 4,,Inspiration Resources Inc.,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2016,,,,Rockhouse,,Kentucky,Northern America,Americas,"37,331944","-82,457222",Approximate,,,,,,,,,N,N,N
M3570,1519770,United States,No. 4 Mine,,,Phelps Energy and Resources 2 LLC,,natural persons [100%],USA,,,,Surface,Open Pit,,75,Estimate,19,Exact,Bituminous,,2014,2025,,,,,Letcher County,Kentucky,Northern America,Americas,"37,156389","-82,885278",Exact,,,,,,,,,N,N,N
M6352,4609060,United States,No. 4 Mine (WRM),,,Wolf Run Mining LLC,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2018,,,,Jarvisville,,West Virginia,Northern America,Americas,"39,245","-80,485556",Approximate,,,,,,,,,N,N,N
M6353,1518741,United States,No. 5,,,"Apex Energy, Inc.",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2017,,Abandoned,,Phelps,,Kentucky,Northern America,Americas,"37,463889","-82,151667",Approximate,,,,,,,,,N,N,N
M5719,1515215,United States,No. 5 Coal Mine (KY),# 5,,"Bee B & B, LLC",,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2023,,,,Phyllis,,Kentucky,Northern America,Americas,"37,448333","-82,337222",Approximate,,,,,,,,,N,N,N
M3560,3608679,United States,No. 5 Vein Coal Mine,,,Wheel's Coal Co,,natural persons [100%],USA,15,,2025,Underground,,,373,Estimate,0,Exact,Anthracite,,1994,2025,,Unknown,,Pine Grove,Schuylkill County,Pennsylvania,North America,Americas,"40,587222","-76,45",Exact,,,,,,,,,N,N,N
M6354,4608268,United States,No. 6,,,Rockhouse Creek Development LLC,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2018,,Abandoned,,Man,,West Virginia,Northern America,Americas,"37,73","-81,890833",Approximate,,,,,,,,,N,N,N
M7141,4609281,United States,No. 6-A Mine,,,Jon Nix,,"Active Resources, Inc.",,,,,Underground,,,373,Estimate,,,Bituminous,,,2024,,Abandoned,,,,West Virginia,Northern America,Americas,"37,706111","-81,913056",Approximate,,,,,,,,,N,N,N
M6355,1517497,United States,No. 68,,,Blue Diamond Coal Company,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2023,,Abandoned,,Sassafrass,,Kentucky,Northern America,Americas,"37,203611","-83,129167",Approximate,,,,,,,,,N,N,N
M6356,1519660,United States,No. 7,,,Mayo Resources Inc,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Ulysses,,Kentucky,Northern America,Americas,"37,945278","-82,599722",Approximate,,,,,,,,,N,N,N
M6318,1519509,United States,No. 7 (Coalburg),,,Coalburg Enterprises Inc,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2016,,,,Ulysses,,Kentucky,Northern America,Americas,"37,951389","-82,614444",Approximate,,,,,,,,,N,N,N
M3573,1510494,United States,No. 7 Coal Mine (AB&J),,,B & J Coal Co,,natural persons [100%],USA,,,,Underground,,,373,Estimate,0,Exact,Bituminous,,1977,1980,,Unknown,,Isom,Letcher County,Kentucky,North America,Americas,"37,375833","-82,2175",Exact,,,,,,,,,N,N,N
M3562,3608399,United States,No. 7 Operation Mine,,,Emerald Anthracite II,,Emerald Anthracite II,USA,,,,,,,75,Estimate,,,Anthracite,,,,,Abandoned,,,,Pennsylvania,Northern America,Americas,"41,208333","-75,983056",Exact,,,,,,,,,N,N,N
